ID,Study,Year,Title,Author(s),URL,Language,Location,Soil Type,Latitude,Longitude,Altitude,Climate,Precipitation (mm),Mean Annual Temperature (°C),Microbes ,Crop,Data Extracted,Funding,Conventional/organic/conservation,Specific Practices,Length of Experiment,Soil Level,Experiment Type,Include?,Reason,Management,Crop.Rotation,Measure of Diversity,m1i,sd1i,n1i,Unit,Measure of Abundance,Abundance,Variance
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,813.6957,6,3,SD,Number of 16S rRNA partial gene sequences,11144,n/a
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,786.5942,33,3,SD,Number of 16S rRNA partial gene sequences,9098,n/a
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,766.1594,5,3,SD,Number of 16S rRNA partial gene sequences,8787,n/a
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,789.1304,13,3,SD,Number of 16S rRNA partial gene sequences,8076,n/a
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,813.8406,62,3,SD,Number of 16S rRNA partial gene sequences,9184,n/a
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,803.3333,49,3,SD,Number of 16S rRNA partial gene sequences,10682,n/a
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,818.3333,11,3,SD,Number of 16S rRNA partial gene sequences,9276,n/a
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,815.0725,56,3,SD,Number of 16S rRNA partial gene sequences,14916,n/a
41a,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",Observed OTU,787.6087,63,3,SD,Number of 16S rRNA partial gene sequences,13739,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.4830842,0.04,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.479144,0.06,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.4735734,0.05,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.4929348,0.05,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.4349185,0.04,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.5409647,0.03,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.4807065,0.04,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.4735054,0.03,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.447962,0.06,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.5245924,0.01,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.5101223,0.03,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.4752038,0.05,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.502038,0.04,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.5217391,0.05,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.5206522,0.005,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.5351902,0.05,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.5400136,0.02,3,SD,n/a,n/a,n/a
41b,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",EH’/S,0.5215353,0.06,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,1979.177,161,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,2125.908,114,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,2042.373,370,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,1999.153,164,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,2230.145,630,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,2267.554,197,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,2201.09,287,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,2128.45,194,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Conventional,"Wheat, barley, potato, lily, carrot, maize",ACE,2105.206,178,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",ACE,2334.019,105,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",ACE,2083.051,149,3,SD,n/a,n/a,n/a
41c,Bacteria,2017,Soil microbiome is more heterogenous in organic than in conventional farming system,"Manoeli Lupatini, Gerard W. Korthals, Mattias de Hollander, Thierry K. S. Janssens, Eiko E. Kuramae",,English,"Vredepeel, Netherlands",Spodosol,51°32’27.10”N,5°51’14.86”E,n/a,Cfb,766,10.2°C,"Bacteria, Microbes",Maize,"Diversity, richness, community composition","BE-BASIC Foundation, The Netherlands Organization for Scientific Research","Conventional, organic","Fertilisation, pesticides",7,Bulk,Field,Yes,Provides good diversity data and is unique since all crops and treatments applied are compared simultaneously on the same soil type,Organic,"Wheat, barley, potato, lily, carrot, maize",ACE,2228.329,352,3,SD,n/a,n/a,n/a
